season,round,gp_name,driver_name,team_name,fp1_besttime,fp2_besttime,fp3_besttime,q1_besttime,qualified_for_q2,q2_besttime,qualified_for_q3,q3_besttime,startposition
2018,12,Hungarian Grand Prix,Charles Leclerc,Sauber,,79.137,78.376,78.817,False,,False,,17
2018,12,Hungarian Grand Prix,Esteban Ocon,Force India,80.065,78.761,78.512,79.142,False,,False,,18
2018,12,Hungarian Grand Prix,Sergio Perez,Force India,80.159,78.85,78.962,79.2,False,,False,,19
2018,12,Hungarian Grand Prix,Sergey Sirotkin,Williams,80.307,79.77,78.63,79.301,False,,False,,20
2018,13,Belgian Grand Prix,Lewis Hamilton,Mercedes,104.676,103.523,102.798,102.977,True,101.553,True,118.179,1
2018,13,Belgian Grand Prix,Sebastian Vettel,Ferrari,104.358,104.129,102.661,103.035,True,101.501,True,118.905,2
2018,13,Belgian Grand Prix,Esteban Ocon,Racing Point,105.786,105.935,105.485,104.003,True,103.302,True,121.851,3
2018,13,Belgian Grand Prix,Sergio Perez,Racing Point,106.169,104.662,105.341,104.004,True,103.014,True,121.894,4
2018,13,Belgian Grand Prix,Romain Grosjean,Haas F1 Team,106.387,105.817,105.814,103.597,True,103.042,True,122.122,5
2018,13,Belgian Grand Prix,Kimi Räikkönen,Ferrari,104.718,103.355,102.724,102.585,True,101.533,True,122.671,6
2018,13,Belgian Grand Prix,Max Verstappen,Red Bull Racing,104.509,104.046,104.048,103.199,True,102.554,True,122.769,7
2018,13,Belgian Grand Prix,Daniel Ricciardo,Red Bull Racing,105.558,104.25,104.479,103.604,True,103.126,True,122.939,8
2018,13,Belgian Grand Prix,Kevin Magnussen,Haas F1 Team,107.012,106.078,106.087,103.834,True,103.32,True,124.933,9
2018,13,Belgian Grand Prix,Valtteri Bottas,Mercedes,104.724,103.803,103.464,102.805,True,102.191,False,,10
2018,13,Belgian Grand Prix,Pierre Gasly,Toro Rosso,106.3,106.08,106.182,104.221,True,103.844,False,,11
2018,13,Belgian Grand Prix,Brendon Hartley,Toro Rosso,106.932,106.337,106.259,104.153,True,103.865,False,,12
2018,13,Belgian Grand Prix,Charles Leclerc,Sauber,106.554,105.622,104.963,103.654,True,104.062,False,,13
2018,13,Belgian Grand Prix,Marcus Ericsson,Sauber,106.557,105.537,105.536,103.846,True,104.301,False,,14
2018,13,Belgian Grand Prix,Nico Hulkenberg,Renault,105.951,105.753,105.464,104.145,False,,False,,15
2018,13,Belgian Grand Prix,Carlos Sainz,Renault,106.21,105.481,105.925,104.489,False,,False,,16
2018,13,Belgian Grand Prix,Fernando Alonso,McLaren,,106.153,106.942,104.917,False,,False,,17
2018,13,Belgian Grand Prix,Sergey Sirotkin,Williams,107.367,106.451,106.63,104.998,False,,False,,18
2018,13,Belgian Grand Prix,Lance Stroll,Williams,106.965,106.47,106.502,105.134,False,,False,,19
2018,13,Belgian Grand Prix,Stoffel Vandoorne,McLaren,107.452,106.496,107.061,105.307,False,,False,,20
2018,14,Italian Grand Prix,Kimi Räikkönen,Ferrari,94.55,81.375,80.682,80.722,True,79.846,True,79.119,1
2018,14,Italian Grand Prix,Sebastian Vettel,Ferrari,97.867,81.105,80.509,80.542,True,79.629,True,79.28,2
2018,14,Italian Grand Prix,Lewis Hamilton,Mercedes,96.546,81.392,80.59,80.81,True,79.798,True,79.294,3
2018,14,Italian Grand Prix,Valtteri Bottas,Mercedes,96.238,81.803,81.112,81.381,True,80.427,True,79.656,4
2018,14,Italian Grand Prix,Max Verstappen,Red Bull Racing,95.665,82.154,81.388,81.381,True,80.333,True,80.615,5
2018,14,Italian Grand Prix,Romain Grosjean,Haas F1 Team,97.683,83.077,82.357,81.887,True,81.239,True,80.936,6
2018,14,Italian Grand Prix,Carlos Sainz,Renault,95.995,83.193,82.737,81.732,True,81.552,True,81.041,7
2018,14,Italian Grand Prix,Esteban Ocon,Racing Point,94.593,82.93,82.055,81.57,True,81.315,True,81.099,8
2018,14,Italian Grand Prix,Pierre Gasly,Toro Rosso,95.438,83.402,82.631,81.834,True,81.667,True,81.35,9
2018,14,Italian Grand Prix,Lance Stroll,Williams,98.253,83.566,82.86,81.838,True,81.494,True,81.627,10
2018,14,Italian Grand Prix,Kevin Magnussen,Haas F1 Team,97.066,83.233,82.011,81.783,True,81.669,False,,11
2018,14,Italian Grand Prix,Sergey Sirotkin,Williams,97.929,83.514,82.778,81.813,True,81.732,False,,12
2018,14,Italian Grand Prix,Fernando Alonso,McLaren,97.426,83.741,82.892,81.85,True,82.568,False,,13
2018,14,Italian Grand Prix,Daniel Ricciardo,Red Bull Racing,95.207,82.296,82.31,81.28,False,,False,,14
2018,14,Italian Grand Prix,Nico Hulkenberg,Renault,96.107,83.063,83.149,81.801,False,,False,,15
2018,14,Italian Grand Prix,Sergio Perez,Racing Point,94.0,82.942,82.486,81.888,False,,False,,16
2018,14,Italian Grand Prix,Charles Leclerc,Sauber,96.648,82.965,82.313,81.889,False,,False,,17
2018,14,Italian Grand Prix,Brendon Hartley,Toro Rosso,95.024,83.531,83.164,81.934,False,,False,,18
2018,14,Italian Grand Prix,Marcus Ericsson,Sauber,97.79,,82.882,82.048,False,,False,,19
2018,14,Italian Grand Prix,Stoffel Vandoorne,McLaren,,84.084,82.987,82.085,False,,False,,20
2018,15,Singapore Grand Prix,Lewis Hamilton,Mercedes,101.232,98.71,98.558,99.403,True,97.344,True,96.015,1
2018,15,Singapore Grand Prix,Max Verstappen,Red Bull Racing,99.912,99.221,99.265,98.751,True,97.214,True,96.334,2
2018,15,Singapore Grand Prix,Sebastian Vettel,Ferrari,99.997,100.633,98.054,98.218,True,97.876,True,96.628,3
2018,15,Singapore Grand Prix,Valtteri Bottas,Mercedes,101.429,99.368,98.603,99.291,True,97.254,True,96.702,4
2018,15,Singapore Grand Prix,Kimi Räikkönen,Ferrari,100.486,98.699,98.416,98.534,True,97.194,True,96.794,5
2018,15,Singapore Grand Prix,Daniel Ricciardo,Red Bull Racing,99.711,99.309,99.186,98.153,True,97.406,True,96.996,6
2018,15,Singapore Grand Prix,Sergio Perez,Racing Point,102.412,100.774,100.231,98.814,True,98.342,True,97.985,7
2018,15,Singapore Grand Prix,Romain Grosjean,Haas F1 Team,102.108,100.384,99.747,98.685,True,98.367,True,98.32,8
2018,15,Singapore Grand Prix,Esteban Ocon,Racing Point,103.177,100.87,100.073,98.912,True,98.534,True,98.365,9
2018,15,Singapore Grand Prix,Nico Hulkenberg,Renault,101.105,100.668,100.45,98.932,True,98.45,True,98.588,10
2018,15,Singapore Grand Prix,Fernando Alonso,McLaren,102.63,100.459,100.254,99.022,True,98.641,False,,11
2018,15,Singapore Grand Prix,Carlos Sainz,Renault,101.329,100.274,100.591,99.103,True,98.716,False,,12
2018,15,Singapore Grand Prix,Charles Leclerc,Sauber,102.035,101.062,100.915,99.206,True,98.747,False,,13
2018,15,Singapore Grand Prix,Marcus Ericsson,Sauber,102.408,100.812,101.953,99.366,True,99.453,False,,14
2018,15,Singapore Grand Prix,Pierre Gasly,Toro Rosso,103.24,101.615,100.686,99.614,True,99.691,False,,15
2018,15,Singapore Grand Prix,Kevin Magnussen,Haas F1 Team,102.452,101.154,100.559,99.644,False,,False,,16
2018,15,Singapore Grand Prix,Brendon Hartley,Toro Rosso,103.485,101.542,101.562,99.809,False,,False,,17
2018,15,Singapore Grand Prix,Stoffel Vandoorne,McLaren,105.16,101.164,100.798,99.864,False,,False,,18
2018,15,Singapore Grand Prix,Sergey Sirotkin,Williams,104.036,102.181,101.884,101.263,False,,False,,19
2018,15,Singapore Grand Prix,Lance Stroll,Williams,103.849,102.141,102.22,101.334,False,,False,,20
2018,16,Russian Grand Prix,Valtteri Bottas,Mercedes,94.999,93.584,93.321,92.964,True,92.744,True,91.387,1
2018,16,Russian Grand Prix,Lewis Hamilton,Mercedes,94.818,93.385,93.067,92.41,True,92.595,True,91.532,2
2018,16,Russian Grand Prix,Sebastian Vettel,Ferrari,94.488,93.928,93.667,93.476,True,93.045,True,91.943,3
2018,16,Russian Grand Prix,Kimi Räikkönen,Ferrari,95.696,94.388,93.688,93.341,True,93.065,True,92.237,4
2018,16,Russian Grand Prix,Kevin Magnussen,Haas F1 Team,96.196,95.331,94.82,94.078,True,93.747,True,93.181,5
2018,16,Russian Grand Prix,Esteban Ocon,Racing Point,95.663,95.147,94.809,94.29,True,93.596,True,93.413,6
2018,16,Russian Grand Prix,Charles Leclerc,Sauber,97.054,95.432,94.628,93.924,True,93.488,True,93.419,7
2018,16,Russian Grand Prix,Sergio Perez,Racing Point,,95.122,94.916,94.084,True,93.923,True,93.563,8
2018,16,Russian Grand Prix,Romain Grosjean,Haas F1 Team,96.816,95.911,95.185,94.022,True,93.517,True,93.704,9
2018,16,Russian Grand Prix,Marcus Ericsson,Sauber,,95.295,95.37,94.17,True,93.995,True,95.196,10
2018,16,Russian Grand Prix,Max Verstappen,Red Bull Racing,94.538,93.827,93.937,93.048,False,,False,,11
2018,16,Russian Grand Prix,Daniel Ricciardo,Red Bull Racing,95.524,93.844,94.394,93.247,False,,False,,12
2018,16,Russian Grand Prix,Pierre Gasly,Toro Rosso,96.944,95.137,95.125,94.383,False,,False,,13
2018,16,Russian Grand Prix,Carlos Sainz,Renault,,95.341,94.988,94.626,False,,False,,14
2018,16,Russian Grand Prix,Nico Hulkenberg,Renault,96.274,95.568,95.213,94.655,False,,False,,15
2018,16,Russian Grand Prix,Brendon Hartley,Toro Rosso,97.944,96.024,96.033,95.037,False,,False,,16
2018,16,Russian Grand Prix,Fernando Alonso,McLaren,,96.074,96.992,95.504,False,,False,,17
2018,16,Russian Grand Prix,Sergey Sirotkin,Williams,97.225,96.861,96.071,95.612,False,,False,,18
2018,16,Russian Grand Prix,Stoffel Vandoorne,McLaren,97.187,96.617,96.597,95.977,False,,False,,19
2018,16,Russian Grand Prix,Lance Stroll,Williams,99.137,97.001,96.274,96.437,False,,False,,20
2018,17,Japanese Grand Prix,Lewis Hamilton,Mercedes,88.691,88.217,89.599,88.702,True,88.017,True,87.76,1
2018,17,Japanese Grand Prix,Valtteri Bottas,Mercedes,89.137,88.678,90.422,89.297,True,87.987,True,88.059,2
2018,17,Japanese Grand Prix,Max Verstappen,Red Bull Racing,89.841,89.257,90.304,89.48,True,88.849,True,89.057,3
2018,17,Japanese Grand Prix,Kimi Räikkönen,Ferrari,89.627,89.498,90.054,89.631,True,88.595,True,89.521,4
2018,17,Japanese Grand Prix,Romain Grosjean,Haas F1 Team,90.814,90.44,91.636,89.724,True,89.678,True,89.761,5
2018,17,Japanese Grand Prix,Brendon Hartley,Toro Rosso,91.908,90.502,92.03,90.248,True,89.848,True,90.023,6
2018,17,Japanese Grand Prix,Pierre Gasly,Toro Rosso,91.073,90.795,93.105,90.137,True,89.81,True,90.093,7
2018,17,Japanese Grand Prix,Esteban Ocon,Racing Point,90.591,90.035,91.088,89.899,True,89.538,True,90.126,8
2018,17,Japanese Grand Prix,Sebastian Vettel,Ferrari,89.685,89.05,89.715,89.049,True,88.279,True,92.192,9
2018,17,Japanese Grand Prix,Sergio Perez,Racing Point,91.272,90.51,91.483,90.247,True,89.567,True,97.229,10
2018,17,Japanese Grand Prix,Charles Leclerc,Sauber,90.929,90.906,91.76,89.706,True,89.864,False,,11
2018,17,Japanese Grand Prix,Kevin Magnussen,Haas F1 Team,91.274,90.956,91.521,90.219,True,90.226,False,,12
2018,17,Japanese Grand Prix,Carlos Sainz,Renault,91.1,90.904,91.513,90.236,True,90.49,False,,13
2018,17,Japanese Grand Prix,Lance Stroll,Williams,91.508,91.215,92.201,90.317,True,90.714,False,,14
2018,17,Japanese Grand Prix,Daniel Ricciardo,Red Bull Racing,89.373,89.513,90.474,89.806,False,,False,,15
2018,17,Japanese Grand Prix,Nico Hulkenberg,Renault,91.418,90.644,92.224,90.361,False,,False,,16
2018,17,Japanese Grand Prix,Sergey Sirotkin,Williams,92.513,91.087,92.631,90.372,False,,False,,17
2018,17,Japanese Grand Prix,Fernando Alonso,McLaren,92.034,90.988,92.608,90.573,False,,False,,18
2018,17,Japanese Grand Prix,Stoffel Vandoorne,McLaren,,91.981,93.034,91.041,False,,False,,19
2018,17,Japanese Grand Prix,Marcus Ericsson,Sauber,91.073,90.478,92.442,91.213,False,,False,,20
2018,18,United States Grand Prix,Lewis Hamilton,Mercedes,107.502,108.716,93.87,94.13,True,93.48,True,92.237,1
2018,18,United States Grand Prix,Sebastian Vettel,Ferrari,109.489,113.912,93.797,94.569,True,93.079,True,92.298,2
2018,18,United States Grand Prix,Kimi Räikkönen,Ferrari,109.928,113.443,93.843,94.703,True,92.884,True,92.307,3
2018,18,United States Grand Prix,Valtteri Bottas,Mercedes,108.806,,94.556,94.518,True,93.702,True,92.616,4
2018,18,United States Grand Prix,Daniel Ricciardo,Red Bull Racing,109.326,,94.91,94.755,True,94.185,True,93.494,5
2018,18,United States Grand Prix,Esteban Ocon,Racing Point,111.655,115.348,95.562,94.876,True,94.522,True,94.145,6
2018,18,United States Grand Prix,Nico Hulkenberg,Renault,111.717,112.208,95.882,94.932,True,94.564,True,94.215,7
2018,18,United States Grand Prix,Romain Grosjean,Haas F1 Team,110.821,,95.468,94.892,True,94.419,True,94.25,8
2018,18,United States Grand Prix,Charles Leclerc,Sauber,110.961,114.101,95.365,95.069,True,94.255,True,94.42,9
2018,18,United States Grand Prix,Sergio Perez,Racing Point,111.459,114.963,95.411,95.193,True,94.525,True,94.594,10
2018,18,United States Grand Prix,Carlos Sainz,Renault,110.665,,95.45,94.891,True,94.566,False,,11
2018,18,United States Grand Prix,Kevin Magnussen,Haas F1 Team,111.614,,95.77,94.972,True,94.732,False,,12
2018,18,United States Grand Prix,Max Verstappen,Red Bull Racing,108.847,109.798,94.703,94.766,False,,False,,13
2018,18,United States Grand Prix,Pierre Gasly,Toro Rosso,111.234,109.728,95.713,94.85,False,,False,,14
2018,18,United States Grand Prix,Brendon Hartley,Toro Rosso,,112.505,96.33,95.206,False,,False,,15
2018,18,United States Grand Prix,Fernando Alonso,McLaren,111.036,111.728,96.332,95.294,False,,False,,16
2018,18,United States Grand Prix,Sergey Sirotkin,Williams,111.589,115.446,96.193,95.362,False,,False,,17
2018,18,United States Grand Prix,Lance Stroll,Williams,111.896,114.637,96.188,95.48,False,,False,,18
2018,18,United States Grand Prix,Marcus Ericsson,Sauber,111.016,113.07,96.0,95.536,False,,False,,19
2018,18,United States Grand Prix,Stoffel Vandoorne,McLaren,,113.354,96.302,95.735,False,,False,,20
2018,19,Mexican Grand Prix,Daniel Ricciardo,Red Bull Racing,77.139,76.873,77.028,75.866,True,75.845,True,74.759,1
2018,19,Mexican Grand Prix,Max Verstappen,Red Bull Racing,76.656,76.72,76.284,75.756,True,75.64,True,74.785,2
2018,19,Mexican Grand Prix,Lewis Hamilton,Mercedes,78.075,78.1,76.538,75.673,True,75.644,True,74.894,3
2018,19,Mexican Grand Prix,Sebastian Vettel,Ferrari,78.746,77.954,76.566,76.089,True,75.715,True,74.97,4
2018,19,Mexican Grand Prix,Valtteri Bottas,Mercedes,78.322,78.14,78.839,75.58,True,75.923,True,75.16,5
2018,19,Mexican Grand Prix,Kimi Räikkönen,Ferrari,78.936,78.133,77.045,76.446,True,75.996,True,75.33,6
2018,19,Mexican Grand Prix,Nico Hulkenberg,Renault,78.028,78.046,77.623,76.498,True,76.126,True,75.827,7
2018,19,Mexican Grand Prix,Carlos Sainz,Renault,77.926,77.953,77.336,76.813,True,76.188,True,76.084,8
2018,19,Mexican Grand Prix,Charles Leclerc,Sauber,,79.024,77.059,76.862,True,76.32,True,76.189,9
2018,19,Mexican Grand Prix,Marcus Ericsson,Sauber,79.312,79.322,77.565,76.701,True,76.633,True,76.513,10
2018,19,Mexican Grand Prix,Esteban Ocon,Racing Point,,78.485,77.731,76.252,True,76.844,False,,11
2018,19,Mexican Grand Prix,Fernando Alonso,McLaren,,79.543,78.548,76.857,True,76.871,False,,12
2018,19,Mexican Grand Prix,Sergio Perez,Racing Point,79.124,78.167,77.819,76.242,True,77.167,False,,13
2018,19,Mexican Grand Prix,Brendon Hartley,Toro Rosso,79.024,78.061,78.637,76.682,True,77.184,False,,14
2018,19,Mexican Grand Prix,Pierre Gasly,Toro Rosso,,79.047,77.525,76.828,False,,False,,15
2018,19,Mexican Grand Prix,Romain Grosjean,Haas F1 Team,79.276,78.733,78.145,76.911,False,,False,,16
2018,19,Mexican Grand Prix,Stoffel Vandoorne,McLaren,79.716,79.096,78.445,76.966,False,,False,,17
2018,19,Mexican Grand Prix,Kevin Magnussen,Haas F1 Team,79.853,79.67,,77.599,False,,False,,18
2018,19,Mexican Grand Prix,Lance Stroll,Williams,80.142,79.219,78.698,77.689,False,,False,,19
2018,19,Mexican Grand Prix,Sergey Sirotkin,Williams,79.899,79.335,78.669,77.886,False,,False,,20
2018,20,Brazilian Grand Prix,Lewis Hamilton,Mercedes,69.107,68.849,68.165,68.464,True,67.795,True,67.281,1
2018,20,Brazilian Grand Prix,Sebastian Vettel,Ferrari,69.06,68.919,67.948,68.452,True,67.776,True,67.374,2
2018,20,Brazilian Grand Prix,Valtteri Bottas,Mercedes,69.679,68.846,68.465,68.492,True,67.727,True,67.441,3
2018,20,Brazilian Grand Prix,Kimi Räikkönen,Ferrari,69.573,69.412,68.49,68.452,True,68.028,True,67.456,4
2018,20,Brazilian Grand Prix,Max Verstappen,Red Bull Racing,69.011,69.339,68.733,68.205,True,68.017,True,67.778,5
2018,20,Brazilian Grand Prix,Daniel Ricciardo,Red Bull Racing,69.395,69.164,68.788,68.544,True,68.055,True,67.78,6
2018,20,Brazilian Grand Prix,Marcus Ericsson,Sauber,,70.532,69.808,68.754,True,68.579,True,68.296,7
2018,20,Brazilian Grand Prix,Charles Leclerc,Sauber,70.346,69.943,69.448,68.667,True,68.335,True,68.492,8
2018,20,Brazilian Grand Prix,Romain Grosjean,Haas F1 Team,69.922,69.769,69.257,68.735,True,68.239,True,68.517,9
2018,20,Brazilian Grand Prix,Pierre Gasly,Toro Rosso,70.934,70.33,69.402,69.046,True,68.616,True,69.029,10
2018,20,Brazilian Grand Prix,Kevin Magnussen,Haas F1 Team,70.236,70.007,69.146,68.474,True,68.659,False,,11
2018,20,Brazilian Grand Prix,Sergio Perez,Racing Point,,70.32,70.116,69.217,True,68.741,False,,12
2018,20,Brazilian Grand Prix,Esteban Ocon,Racing Point,70.361,70.159,69.588,69.264,True,68.77,False,,13
2018,20,Brazilian Grand Prix,Nico Hulkenberg,Renault,70.679,71.674,69.461,69.009,True,68.834,False,,14
2018,20,Brazilian Grand Prix,Sergey Sirotkin,Williams,71.037,70.569,69.885,69.259,True,70.381,False,,15
2018,20,Brazilian Grand Prix,Carlos Sainz,Renault,70.662,70.458,69.864,69.269,False,,False,,16
2018,20,Brazilian Grand Prix,Brendon Hartley,Toro Rosso,71.176,70.734,69.985,69.28,False,,False,,17
2018,20,Brazilian Grand Prix,Fernando Alonso,McLaren,,70.332,70.02,69.402,False,,False,,18
2018,20,Brazilian Grand Prix,Lance Stroll,Williams,70.799,70.662,70.001,69.441,False,,False,,19
2018,20,Brazilian Grand Prix,Stoffel Vandoorne,McLaren,71.452,70.596,70.289,69.601,False,,False,,20
2018,21,Abu Dhabi Grand Prix,Lewis Hamilton,Mercedes,99.543,97.443,97.176,96.828,True,95.693,True,94.794,1
2018,21,Abu Dhabi Grand Prix,Valtteri Bottas,Mercedes,99.452,97.236,97.933,96.789,True,96.392,True,94.956,2
2018,21,Abu Dhabi Grand Prix,Sebastian Vettel,Ferrari,100.453,97.569,97.587,96.775,True,96.345,True,95.125,3
2018,21,Abu Dhabi Grand Prix,Kimi Räikkönen,Ferrari,100.417,97.461,97.464,97.01,True,96.735,True,95.365,4
2018,21,Abu Dhabi Grand Prix,Daniel Ricciardo,Red Bull Racing,98.945,97.428,98.09,97.117,True,96.964,True,95.401,5
2018,21,Abu Dhabi Grand Prix,Max Verstappen,Red Bull Racing,98.491,97.28,97.747,97.195,True,96.144,True,95.589,6
2018,21,Abu Dhabi Grand Prix,Romain Grosjean,Haas F1 Team,100.663,98.06,98.304,97.575,True,96.732,True,96.192,7
2018,21,Abu Dhabi Grand Prix,Charles Leclerc,Sauber,,98.831,99.282,97.124,True,96.58,True,96.237,8
2018,21,Abu Dhabi Grand Prix,Esteban Ocon,Racing Point,100.102,98.402,99.011,96.936,True,96.814,True,96.54,9
2018,21,Abu Dhabi Grand Prix,Nico Hulkenberg,Renault,101.023,98.23,98.85,97.569,True,96.63,True,96.542,10
2018,21,Abu Dhabi Grand Prix,Carlos Sainz,Renault,100.588,98.511,98.97,97.757,True,96.982,False,,11
2018,21,Abu Dhabi Grand Prix,Marcus Ericsson,Sauber,101.928,99.502,99.997,97.619,True,97.132,False,,12
2018,21,Abu Dhabi Grand Prix,Kevin Magnussen,Haas F1 Team,100.235,98.318,99.612,97.934,True,97.309,False,,13
2018,21,Abu Dhabi Grand Prix,Sergio Perez,Racing Point,101.075,98.806,99.053,97.255,True,97.541,False,,14
2018,21,Abu Dhabi Grand Prix,Fernando Alonso,McLaren,102.313,98.725,99.974,97.89,True,97.743,False,,15
2018,21,Abu Dhabi Grand Prix,Brendon Hartley,Toro Rosso,101.137,98.957,99.074,97.994,False,,False,,16
2018,21,Abu Dhabi Grand Prix,Pierre Gasly,Toro Rosso,100.671,98.506,99.74,98.166,False,,False,,17
2018,21,Abu Dhabi Grand Prix,Stoffel Vandoorne,McLaren,102.114,99.938,100.233,98.577,False,,False,,18
2018,21,Abu Dhabi Grand Prix,Sergey Sirotkin,Williams,,100.935,101.182,98.635,False,,False,,19
2018,21,Abu Dhabi Grand Prix,Lance Stroll,Williams,101.493,100.046,100.117,98.682,False,,False,,20
