season,round,gp_name,driver_name,team_name,fp1_besttime,fp2_besttime,fp3_besttime,q1_besttime,qualified_for_q2,q2_besttime,qualified_for_q3,q3_besttime,startposition
2018,3,Chinese Grand Prix,Nico Hulkenberg,Renault,95.8,94.313,94.841,93.545,True,92.494,True,92.532,7
2018,3,Chinese Grand Prix,Sergio Perez,Force India,96.051,94.792,94.445,93.464,True,92.931,True,92.758,8
2018,3,Chinese Grand Prix,Carlos Sainz,Renault,95.616,94.473,94.582,93.315,True,92.97,True,92.819,9
2018,3,Chinese Grand Prix,Romain Grosjean,Haas F1 Team,95.718,96.471,95.756,93.238,True,92.524,True,92.855,10
2018,3,Chinese Grand Prix,Kevin Magnussen,Haas F1 Team,95.178,94.458,94.329,93.359,True,92.986,False,,11
2018,3,Chinese Grand Prix,Esteban Ocon,Force India,96.351,94.874,94.456,93.585,True,93.057,False,,12
2018,3,Chinese Grand Prix,Fernando Alonso,McLaren,96.044,94.632,94.851,93.428,True,93.232,False,,13
2018,3,Chinese Grand Prix,Stoffel Vandoorne,McLaren,96.756,95.163,94.977,93.824,True,93.505,False,,14
2018,3,Chinese Grand Prix,Brendon Hartley,Toro Rosso,96.715,95.333,94.991,94.013,True,93.795,False,,15
2018,3,Chinese Grand Prix,Sergey Sirotkin,Williams,96.691,95.34,94.741,94.062,False,,False,,16
2018,3,Chinese Grand Prix,Pierre Gasly,Toro Rosso,96.037,94.849,95.079,94.101,False,,False,,17
2018,3,Chinese Grand Prix,Lance Stroll,Williams,97.277,97.147,95.375,94.285,False,,False,,18
2018,3,Chinese Grand Prix,Charles Leclerc,Sauber,96.723,95.916,95.497,94.454,False,,False,,19
2018,3,Chinese Grand Prix,Marcus Ericsson,Sauber,96.909,95.624,95.679,94.914,False,,False,,20
2018,4,Azerbaijan Grand Prix,Sebastian Vettel,Ferrari,106.513,104.127,103.091,102.762,True,103.015,True,101.498,1
2018,4,Azerbaijan Grand Prix,Lewis Hamilton,Mercedes,105.2,103.603,103.452,102.693,True,102.676,True,101.677,2
2018,4,Azerbaijan Grand Prix,Valtteri Bottas,Mercedes,104.242,103.57,103.569,103.355,True,102.679,True,101.837,3
2018,4,Azerbaijan Grand Prix,Daniel Ricciardo,Red Bull Racing,104.277,102.795,104.861,102.857,True,103.482,True,101.911,4
2018,4,Azerbaijan Grand Prix,Max Verstappen,Red Bull Racing,105.559,102.911,103.519,102.642,True,102.901,True,101.994,5
2018,4,Azerbaijan Grand Prix,Kimi Räikkönen,Ferrari,106.861,102.864,103.493,102.538,True,102.51,True,102.49,6
2018,4,Azerbaijan Grand Prix,Esteban Ocon,Force India,105.237,103.814,104.22,103.021,True,102.967,True,102.523,7
2018,4,Azerbaijan Grand Prix,Sergio Perez,Force India,105.075,104.142,103.936,103.992,True,103.366,True,102.547,8
2018,4,Azerbaijan Grand Prix,Nico Hulkenberg,Renault,106.749,104.091,105.456,103.746,True,103.232,True,103.066,9
2018,4,Azerbaijan Grand Prix,Carlos Sainz,Renault,108.741,103.834,105.432,103.426,True,103.464,True,103.351,10
2018,4,Azerbaijan Grand Prix,Lance Stroll,Williams,106.59,104.459,104.123,104.359,True,103.585,False,,11
2018,4,Azerbaijan Grand Prix,Sergey Sirotkin,Williams,106.48,105.007,104.534,104.261,True,103.886,False,,12
2018,4,Azerbaijan Grand Prix,Fernando Alonso,McLaren,106.465,103.7,104.763,104.01,True,104.019,False,,13
2018,4,Azerbaijan Grand Prix,Charles Leclerc,Sauber,106.875,104.94,105.218,103.752,True,104.074,False,,14
2018,4,Azerbaijan Grand Prix,Kevin Magnussen,Haas F1 Team,107.434,103.977,103.958,103.674,True,104.759,False,,15
2018,4,Azerbaijan Grand Prix,Stoffel Vandoorne,McLaren,107.967,105.288,105.505,104.489,False,,False,,16
2018,4,Azerbaijan Grand Prix,Pierre Gasly,Toro Rosso,106.492,104.712,104.905,104.496,False,,False,,17
2018,4,Azerbaijan Grand Prix,Marcus Ericsson,Sauber,107.073,106.042,105.91,105.541,False,,False,,18
2018,4,Azerbaijan Grand Prix,Brendon Hartley,Toro Rosso,106.747,105.051,106.186,117.354,False,,False,,19
2018,4,Azerbaijan Grand Prix,Romain Grosjean,Haas F1 Team,106.856,104.425,105.261,,False,,False,,20
2018,5,Spanish Grand Prix,Lewis Hamilton,Mercedes,78.997,78.259,77.281,77.633,True,77.166,True,76.173,1
2018,5,Spanish Grand Prix,Valtteri Bottas,Mercedes,78.148,78.611,77.294,77.674,True,77.111,True,76.213,2
2018,5,Spanish Grand Prix,Sebastian Vettel,Ferrari,79.098,78.585,77.55,77.031,True,76.802,True,76.305,3
2018,5,Spanish Grand Prix,Kimi Räikkönen,Ferrari,79.499,78.829,77.581,77.483,True,77.071,True,76.612,4
2018,5,Spanish Grand Prix,Max Verstappen,Red Bull Racing,79.187,78.533,79.013,77.411,True,77.266,True,76.816,5
2018,5,Spanish Grand Prix,Daniel Ricciardo,Red Bull Racing,79.871,78.392,77.981,77.623,True,77.638,True,76.818,6
2018,5,Spanish Grand Prix,Kevin Magnussen,Haas F1 Team,80.637,79.643,78.357,78.169,True,77.618,True,77.676,7
2018,5,Spanish Grand Prix,Fernando Alonso,McLaren,79.858,80.035,78.847,78.276,True,78.1,True,77.721,8
2018,5,Spanish Grand Prix,Carlos Sainz,Renault,81.053,80.672,78.783,78.48,True,77.803,True,77.79,9
2018,5,Spanish Grand Prix,Romain Grosjean,Haas F1 Team,79.906,79.579,78.706,78.305,True,77.699,True,77.835,10
2018,5,Spanish Grand Prix,Stoffel Vandoorne,McLaren,80.083,79.722,79.236,78.885,True,78.323,False,,11
2018,5,Spanish Grand Prix,Pierre Gasly,Toro Rosso,80.508,80.373,78.886,78.55,True,78.463,False,,12
2018,5,Spanish Grand Prix,Esteban Ocon,Force India,81.144,80.024,79.121,78.813,True,78.696,False,,13
2018,5,Spanish Grand Prix,Charles Leclerc,Sauber,80.665,80.514,79.292,78.661,True,78.91,False,,14
2018,5,Spanish Grand Prix,Sergio Perez,Force India,80.924,79.962,79.376,78.74,True,79.098,False,,15
2018,5,Spanish Grand Prix,Nico Hulkenberg,Renault,81.159,80.183,78.905,78.923,False,,False,,16
2018,5,Spanish Grand Prix,Marcus Ericsson,Sauber,80.984,80.501,79.744,79.493,False,,False,,17
2018,5,Spanish Grand Prix,Sergey Sirotkin,Williams,,82.06,79.909,79.695,False,,False,,18
2018,5,Spanish Grand Prix,Lance Stroll,Williams,82.756,81.556,79.9,80.225,False,,False,,19
2018,5,Spanish Grand Prix,Brendon Hartley,Toro Rosso,81.373,81.265,79.428,,False,,False,,20
2018,6,Monaco Grand Prix,Daniel Ricciardo,Red Bull Racing,72.126,71.841,71.786,72.013,True,71.278,True,70.81,1
2018,6,Monaco Grand Prix,Sebastian Vettel,Ferrari,73.041,72.413,72.023,72.415,True,71.518,True,71.039,2
2018,6,Monaco Grand Prix,Lewis Hamilton,Mercedes,72.48,72.536,72.273,72.46,True,71.584,True,71.232,3
2018,6,Monaco Grand Prix,Kimi Räikkönen,Ferrari,73.066,72.543,72.142,72.639,True,71.391,True,71.266,4
2018,6,Monaco Grand Prix,Valtteri Bottas,Mercedes,73.502,72.642,72.356,72.434,True,72.002,True,71.441,5
2018,6,Monaco Grand Prix,Esteban Ocon,Force India,74.0,73.382,72.94,73.028,True,72.188,True,72.061,6
2018,6,Monaco Grand Prix,Fernando Alonso,McLaren,74.637,73.115,73.279,72.657,True,72.269,True,72.11,7
2018,6,Monaco Grand Prix,Carlos Sainz,Renault,73.456,73.2,72.85,72.95,True,72.286,True,72.13,8
2018,6,Monaco Grand Prix,Sergio Perez,Force India,73.717,73.37,73.025,72.848,True,72.194,True,72.154,9
2018,6,Monaco Grand Prix,Pierre Gasly,Toro Rosso,74.24,73.41,72.761,72.941,True,72.313,True,72.221,10
2018,6,Monaco Grand Prix,Nico Hulkenberg,Renault,74.134,73.047,73.112,73.065,True,72.411,False,,11
2018,6,Monaco Grand Prix,Stoffel Vandoorne,McLaren,74.291,73.077,72.874,72.463,True,72.44,False,,12
2018,6,Monaco Grand Prix,Sergey Sirotkin,Williams,73.962,73.547,72.854,72.706,True,72.521,False,,13
2018,6,Monaco Grand Prix,Charles Leclerc,Sauber,74.521,73.575,73.644,72.829,True,72.714,False,,14
2018,6,Monaco Grand Prix,Romain Grosjean,Haas F1 Team,73.943,73.763,73.881,72.93,True,72.728,False,,15
2018,6,Monaco Grand Prix,Brendon Hartley,Toro Rosso,74.034,73.222,72.752,73.179,False,,False,,16
2018,6,Monaco Grand Prix,Marcus Ericsson,Sauber,75.206,74.173,74.221,73.265,False,,False,,17
2018,6,Monaco Grand Prix,Lance Stroll,Williams,74.782,74.011,73.595,73.323,False,,False,,18
2018,6,Monaco Grand Prix,Kevin Magnussen,Haas F1 Team,78.801,73.572,74.192,73.393,False,,False,,19
2018,6,Monaco Grand Prix,Max Verstappen,Red Bull Racing,72.28,72.035,71.787,,False,,False,,20
2018,7,Canadian Grand Prix,Sebastian Vettel,Ferrari,73.574,72.985,71.648,71.71,True,71.524,True,70.764,1
2018,7,Canadian Grand Prix,Valtteri Bottas,Mercedes,73.617,73.061,72.255,71.95,True,71.514,True,70.857,2
2018,7,Canadian Grand Prix,Max Verstappen,Red Bull Racing,73.302,72.198,71.599,72.008,True,71.472,True,70.937,3
2018,7,Canadian Grand Prix,Lewis Hamilton,Mercedes,73.39,72.777,71.706,71.835,True,71.74,True,70.996,4
2018,7,Canadian Grand Prix,Kimi Räikkönen,Ferrari,73.727,72.328,71.65,71.725,True,71.62,True,71.095,5
2018,7,Canadian Grand Prix,Daniel Ricciardo,Red Bull Racing,73.518,72.603,72.153,72.459,True,71.434,True,71.116,6
2018,7,Canadian Grand Prix,Nico Hulkenberg,Renault,,73.967,72.946,72.795,True,71.916,True,71.973,7
2018,7,Canadian Grand Prix,Esteban Ocon,Force India,75.071,73.747,73.064,72.577,True,72.141,True,72.084,8
2018,7,Canadian Grand Prix,Carlos Sainz,Renault,74.116,74.433,73.331,72.689,True,72.097,True,72.168,9
2018,7,Canadian Grand Prix,Sergio Perez,Force India,,73.754,72.903,72.702,True,72.395,True,72.671,10
2018,7,Canadian Grand Prix,Kevin Magnussen,Haas F1 Team,75.579,73.956,73.488,72.68,True,72.606,False,,11
2018,7,Canadian Grand Prix,Brendon Hartley,Toro Rosso,75.756,73.889,73.076,72.587,True,72.635,False,,12
2018,7,Canadian Grand Prix,Charles Leclerc,Sauber,75.439,73.884,73.452,72.945,True,72.661,False,,13
2018,7,Canadian Grand Prix,Fernando Alonso,McLaren,73.9,73.866,73.225,72.979,True,72.856,False,,14
2018,7,Canadian Grand Prix,Stoffel Vandoorne,McLaren,74.311,74.167,73.034,72.998,True,72.865,False,,15
2018,7,Canadian Grand Prix,Pierre Gasly,Toro Rosso,75.004,74.486,73.334,73.047,False,,False,,16
2018,7,Canadian Grand Prix,Lance Stroll,Williams,76.259,74.703,73.968,73.59,False,,False,,17
2018,7,Canadian Grand Prix,Sergey Sirotkin,Williams,75.768,74.782,73.818,73.643,False,,False,,18
2018,7,Canadian Grand Prix,Marcus Ericsson,Sauber,75.386,74.108,73.925,74.593,False,,False,,19
2018,7,Canadian Grand Prix,Romain Grosjean,Haas F1 Team,75.119,73.62,73.014,,False,,False,,20
2018,8,French Grand Prix,Lewis Hamilton,Mercedes,92.231,92.539,100.743,91.271,True,90.645,True,90.029,1
2018,8,French Grand Prix,Valtteri Bottas,Mercedes,92.371,94.156,93.666,91.776,True,91.227,True,90.147,2
2018,8,French Grand Prix,Sebastian Vettel,Ferrari,93.172,93.689,96.756,91.82,True,90.751,True,90.4,3
2018,8,French Grand Prix,Max Verstappen,Red Bull Racing,93.331,93.271,,91.531,True,90.818,True,90.705,4
2018,8,French Grand Prix,Daniel Ricciardo,Red Bull Racing,92.527,93.243,99.738,91.91,True,91.538,True,90.895,5
2018,8,French Grand Prix,Kimi Räikkönen,Ferrari,93.003,93.426,109.711,91.567,True,90.772,True,91.057,6
2018,8,French Grand Prix,Carlos Sainz,Renault,94.258,95.086,94.953,92.394,True,92.016,True,92.126,7
2018,8,French Grand Prix,Charles Leclerc,Sauber,94.513,95.583,95.012,92.538,True,92.055,True,92.635,8
2018,8,French Grand Prix,Kevin Magnussen,Haas F1 Team,94.108,94.457,,92.169,True,91.51,True,92.93,9
2018,8,French Grand Prix,Romain Grosjean,Haas F1 Team,93.318,93.699,,92.083,True,91.472,False,,10
2018,8,French Grand Prix,Esteban Ocon,Force India,94.484,95.705,100.087,92.786,True,92.075,False,,11
2018,8,French Grand Prix,Nico Hulkenberg,Renault,94.993,95.067,,92.949,True,92.115,False,,12
2018,8,French Grand Prix,Sergio Perez,Force India,93.719,96.08,99.641,92.692,True,92.454,False,,13
2018,8,French Grand Prix,Pierre Gasly,Toro Rosso,93.685,94.535,98.317,92.447,True,92.46,False,,14
2018,8,French Grand Prix,Marcus Ericsson,Sauber,94.592,,98.45,92.804,True,92.82,False,,15
2018,8,French Grand Prix,Fernando Alonso,McLaren,94.862,94.4,96.365,92.976,False,,False,,16
2018,8,French Grand Prix,Brendon Hartley,Toro Rosso,94.664,95.697,,93.025,False,,False,,17
2018,8,French Grand Prix,Stoffel Vandoorne,McLaren,95.021,95.172,97.547,93.162,False,,False,,18
2018,8,French Grand Prix,Sergey Sirotkin,Williams,95.105,95.97,124.093,93.636,False,,False,,19
2018,8,French Grand Prix,Lance Stroll,Williams,94.881,95.936,122.399,93.729,False,,False,,20
2018,9,Austrian Grand Prix,Valtteri Bottas,Mercedes,64.966,64.755,64.204,64.175,True,63.756,True,63.13,1
2018,9,Austrian Grand Prix,Lewis Hamilton,Mercedes,64.839,64.579,64.099,64.08,True,63.577,True,63.149,2
2018,9,Austrian Grand Prix,Sebastian Vettel,Ferrari,65.18,64.815,64.07,64.347,True,63.544,True,63.464,3
2018,9,Austrian Grand Prix,Kimi Räikkönen,Ferrari,65.776,65.265,64.47,64.234,True,63.975,True,63.66,4
2018,9,Austrian Grand Prix,Max Verstappen,Red Bull Racing,65.072,65.125,64.791,64.273,True,64.001,True,63.84,5
2018,9,Austrian Grand Prix,Romain Grosjean,Haas F1 Team,66.028,65.429,64.916,64.242,True,64.059,True,63.892,6
2018,9,Austrian Grand Prix,Daniel Ricciardo,Red Bull Racing,65.483,65.031,64.891,64.723,True,64.403,True,63.996,7
2018,9,Austrian Grand Prix,Kevin Magnussen,Haas F1 Team,66.404,65.559,65.013,64.46,True,64.291,True,64.051,8
2018,9,Austrian Grand Prix,Carlos Sainz,Renault,66.427,65.999,65.086,64.948,True,64.561,True,64.725,9
2018,9,Austrian Grand Prix,Nico Hulkenberg,Renault,66.479,66.273,65.228,64.864,True,64.676,True,65.019,10
2018,9,Austrian Grand Prix,Esteban Ocon,Force India,66.055,66.133,65.444,65.148,True,64.845,False,,11
2018,9,Austrian Grand Prix,Pierre Gasly,Toro Rosso,66.394,65.758,65.264,65.011,True,64.874,False,,12
2018,9,Austrian Grand Prix,Charles Leclerc,Sauber,66.215,66.096,65.219,64.967,True,64.979,False,,13
2018,9,Austrian Grand Prix,Fernando Alonso,McLaren,66.612,66.429,65.448,64.965,True,65.058,False,,14
2018,9,Austrian Grand Prix,Lance Stroll,Williams,66.567,66.626,66.029,65.264,True,65.286,False,,15
2018,9,Austrian Grand Prix,Stoffel Vandoorne,McLaren,66.698,65.93,65.837,65.271,False,,False,,16
2018,9,Austrian Grand Prix,Sergio Perez,Force India,66.455,66.354,65.502,65.279,False,,False,,17
2018,9,Austrian Grand Prix,Sergey Sirotkin,Williams,,66.326,66.318,65.322,False,,False,,18
2018,9,Austrian Grand Prix,Brendon Hartley,Toro Rosso,66.871,66.332,65.705,65.366,False,,False,,19
2018,9,Austrian Grand Prix,Marcus Ericsson,Sauber,66.4,66.199,65.699,65.479,False,,False,,20
2018,10,British Grand Prix,Lewis Hamilton,Mercedes,87.487,87.739,86.722,86.818,True,86.256,True,85.892,1
2018,10,British Grand Prix,Sebastian Vettel,Ferrari,87.998,87.552,87.851,86.585,True,86.372,True,85.936,2
2018,10,British Grand Prix,Kimi Räikkönen,Ferrari,88.218,88.045,86.815,87.549,True,86.483,True,85.99,3
2018,10,British Grand Prix,Valtteri Bottas,Mercedes,87.854,87.909,87.364,87.025,True,86.413,True,86.217,4
2018,10,British Grand Prix,Max Verstappen,Red Bull Racing,88.325,,88.012,87.309,True,87.013,True,86.602,5
2018,10,British Grand Prix,Daniel Ricciardo,Red Bull Racing,88.144,88.408,88.018,87.979,True,87.369,True,87.099,6
2018,10,British Grand Prix,Kevin Magnussen,Haas F1 Team,90.065,89.617,88.418,88.143,True,87.73,True,87.244,7
2018,10,British Grand Prix,Romain Grosjean,Haas F1 Team,89.352,,88.554,88.086,True,87.522,True,87.455,8
2018,10,British Grand Prix,Charles Leclerc,Sauber,90.027,89.557,88.146,87.962,True,87.79,True,87.879,9
2018,10,British Grand Prix,Esteban Ocon,Force India,89.815,89.467,88.917,88.279,True,87.843,True,88.194,10
2018,10,British Grand Prix,Nico Hulkenberg,Renault,90.701,89.354,89.094,88.017,True,87.901,False,,11
2018,10,British Grand Prix,Sergio Perez,Force India,89.812,89.522,89.066,88.21,True,87.928,False,,12
2018,10,British Grand Prix,Fernando Alonso,McLaren,90.322,89.306,89.07,88.187,True,88.139,False,,13
2018,10,British Grand Prix,Pierre Gasly,Toro Rosso,90.004,89.831,90.05,88.399,True,88.343,False,,14
2018,10,British Grand Prix,Marcus Ericsson,Sauber,89.942,90.046,88.814,88.249,True,88.391,False,,15
2018,10,British Grand Prix,Carlos Sainz,Renault,90.358,89.563,89.133,88.456,False,,False,,16
2018,10,British Grand Prix,Stoffel Vandoorne,McLaren,90.416,90.121,90.004,89.096,False,,False,,17
2018,10,British Grand Prix,Sergey Sirotkin,Williams,91.017,90.103,89.984,89.252,False,,False,,18
2018,10,British Grand Prix,Brendon Hartley,Toro Rosso,90.749,90.404,,,False,,False,,19
2018,10,British Grand Prix,Lance Stroll,Williams,89.878,90.069,89.829,,False,,False,,20
2018,11,German Grand Prix,Sebastian Vettel,Ferrari,73.796,73.31,95.573,72.538,True,72.505,True,71.212,1
2018,11,German Grand Prix,Valtteri Bottas,Mercedes,73.903,73.19,,72.962,True,72.152,True,71.416,2
2018,11,German Grand Prix,Kimi Räikkönen,Ferrari,74.267,73.427,97.755,72.505,True,72.336,True,71.547,3
2018,11,German Grand Prix,Max Verstappen,Red Bull Racing,73.714,73.085,,73.127,True,72.188,True,71.822,4
2018,11,German Grand Prix,Kevin Magnussen,Haas F1 Team,74.853,74.189,,73.105,True,72.523,True,72.2,5
2018,11,German Grand Prix,Romain Grosjean,Haas F1 Team,74.691,73.973,,72.986,True,72.722,True,72.544,6
2018,11,German Grand Prix,Nico Hulkenberg,Renault,75.282,74.496,96.873,73.479,True,72.946,True,72.56,7
2018,11,German Grand Prix,Carlos Sainz,Renault,75.769,74.592,,73.324,True,73.032,True,72.692,8
2018,11,German Grand Prix,Charles Leclerc,Sauber,75.097,74.374,94.577,73.077,True,72.995,True,72.717,9
2018,11,German Grand Prix,Sergio Perez,Force India,75.415,74.552,,73.427,True,73.072,True,72.774,10
2018,11,German Grand Prix,Fernando Alonso,McLaren,75.544,74.836,,73.614,True,73.657,False,,11
2018,11,German Grand Prix,Sergey Sirotkin,Williams,75.876,75.408,95.334,73.708,True,73.702,False,,12
2018,11,German Grand Prix,Marcus Ericsson,Sauber,,74.783,95.0,73.562,True,73.736,False,,13
2018,11,German Grand Prix,Lewis Hamilton,Mercedes,73.529,73.111,,73.012,False,,False,,14
2018,11,German Grand Prix,Daniel Ricciardo,Red Bull Racing,73.525,74.682,,73.318,False,,False,,15
2018,11,German Grand Prix,Esteban Ocon,Force India,,74.508,,73.72,False,,False,,16
2018,11,German Grand Prix,Pierre Gasly,Toro Rosso,76.071,74.793,95.659,73.749,False,,False,,17
2018,11,German Grand Prix,Brendon Hartley,Toro Rosso,75.864,74.83,96.151,74.045,False,,False,,18
2018,11,German Grand Prix,Lance Stroll,Williams,75.629,75.269,98.393,74.206,False,,False,,19
2018,11,German Grand Prix,Stoffel Vandoorne,McLaren,76.149,75.454,,74.401,False,,False,,20
2018,12,Hungarian Grand Prix,Lewis Hamilton,Mercedes,78.036,77.587,76.749,77.419,True,91.242,True,95.658,1
2018,12,Hungarian Grand Prix,Valtteri Bottas,Mercedes,78.47,77.868,76.229,77.123,True,92.081,True,95.918,2
2018,12,Hungarian Grand Prix,Kimi Räikkönen,Ferrari,77.948,77.153,76.373,77.526,True,92.762,True,96.186,3
2018,12,Hungarian Grand Prix,Sebastian Vettel,Ferrari,77.692,76.834,76.17,76.666,True,88.636,True,96.21,4
2018,12,Hungarian Grand Prix,Carlos Sainz,Renault,79.128,78.495,77.754,77.829,True,90.771,True,96.743,5
2018,12,Hungarian Grand Prix,Pierre Gasly,Toro Rosso,79.352,78.518,78.139,78.577,True,91.286,True,97.591,6
2018,12,Hungarian Grand Prix,Max Verstappen,Red Bull Racing,77.701,76.908,76.946,76.94,True,91.178,True,98.032,7
2018,12,Hungarian Grand Prix,Brendon Hartley,Toro Rosso,79.841,78.916,78.252,78.429,True,92.59,True,98.128,8
2018,12,Hungarian Grand Prix,Kevin Magnussen,Haas F1 Team,79.187,78.88,78.23,78.314,True,92.968,True,99.858,9
2018,12,Hungarian Grand Prix,Romain Grosjean,Haas F1 Team,78.975,78.065,78.084,77.901,True,93.65,True,100.593,10
2018,12,Hungarian Grand Prix,Fernando Alonso,McLaren,79.69,78.857,78.467,78.208,True,95.214,False,,11
2018,12,Hungarian Grand Prix,Daniel Ricciardo,Red Bull Racing,77.613,77.061,76.803,78.54,True,96.442,False,,12
2018,12,Hungarian Grand Prix,Nico Hulkenberg,Renault,79.025,78.913,78.083,77.905,True,96.506,False,,13
2018,12,Hungarian Grand Prix,Marcus Ericsson,Sauber,80.697,79.043,78.842,78.641,True,97.075,False,,14
2018,12,Hungarian Grand Prix,Lance Stroll,Williams,80.012,79.645,79.132,78.56,False,,False,,15
2018,12,Hungarian Grand Prix,Stoffel Vandoorne,McLaren,80.151,79.712,78.789,78.782,False,,False,,16
